Time,utx-os-created-btc-24h
2011-01-06 00:00:00+00:00,1074
2011-01-07 00:00:00+00:00,1543
2011-01-08 00:00:00+00:00,2106
2011-01-09 00:00:00+00:00,1811
2011-01-10 00:00:00+00:00,1907
2011-01-11 00:00:00+00:00,2026
2011-01-12 00:00:00+00:00,1664
2011-01-13 00:00:00+00:00,1846
2011-01-14 00:00:00+00:00,1828
2011-01-15 00:00:00+00:00,1589
2011-01-16 00:00:00+00:00,1559
2011-01-17 00:00:00+00:00,1392
2011-01-18 00:00:00+00:00,1379
2011-01-19 00:00:00+00:00,1565
2011-01-20 00:00:00+00:00,1548
2011-01-21 00:00:00+00:00,1990
2011-01-22 00:00:00+00:00,2395
2011-01-23 00:00:00+00:00,1842
2011-01-24 00:00:00+00:00,2261
2011-01-25 00:00:00+00:00,1484
2011-01-26 00:00:00+00:00,1677
2011-01-27 00:00:00+00:00,1395
2011-01-28 00:00:00+00:00,1857
2011-01-29 00:00:00+00:00,2303
2011-01-30 00:00:00+00:00,4844
2011-01-31 00:00:00+00:00,2476
2011-02-01 00:00:00+00:00,1706
2011-02-02 00:00:00+00:00,1502
2011-02-03 00:00:00+00:00,1323
2011-02-04 00:00:00+00:00,1563
2011-02-05 00:00:00+00:00,1378
2011-02-06 00:00:00+00:00,1522
2011-02-07 00:00:00+00:00,1464
2011-02-08 00:00:00+00:00,1397
2011-02-09 00:00:00+00:00,2113
2011-02-10 00:00:00+00:00,3610
2011-02-11 00:00:00+00:00,4219
2011-02-12 00:00:00+00:00,3322
2011-02-13 00:00:00+00:00,3182
2011-02-14 00:00:00+00:00,3512
2011-02-15 00:00:00+00:00,3875
2011-02-16 00:00:00+00:00,3264
2011-02-17 00:00:00+00:00,3890
2011-02-18 00:00:00+00:00,3556
2011-02-19 00:00:00+00:00,2757
2011-02-20 00:00:00+00:00,3408
2011-02-21 00:00:00+00:00,3502
2011-02-22 00:00:00+00:00,3859
2011-02-23 00:00:00+00:00,3942
2011-02-24 00:00:00+00:00,3727
2011-02-25 00:00:00+00:00,3633
2011-02-26 00:00:00+00:00,3361
2011-02-27 00:00:00+00:00,3935
2011-02-28 00:00:00+00:00,3025
2011-03-01 00:00:00+00:00,5010
2011-03-02 00:00:00+00:00,3547
2011-03-03 00:00:00+00:00,5934
2011-03-04 00:00:00+00:00,3402
2011-03-05 00:00:00+00:00,3482
2011-03-06 00:00:00+00:00,3511
2011-03-07 00:00:00+00:00,3380
2011-03-08 00:00:00+00:00,4436
2011-03-09 00:00:00+00:00,3297
2011-03-10 00:00:00+00:00,3018
2011-03-11 00:00:00+00:00,3243
2011-03-12 00:00:00+00:00,4414
2011-03-13 00:00:00+00:00,4048
2011-03-14 00:00:00+00:00,3716
2011-03-15 00:00:00+00:00,4522
2011-03-16 00:00:00+00:00,4544
2011-03-17 00:00:00+00:00,4875
2011-03-18 00:00:00+00:00,3781
2011-03-19 00:00:00+00:00,4717
2011-03-20 00:00:00+00:00,6918
2011-03-21 00:00:00+00:00,8231
2011-03-22 00:00:00+00:00,4032
2011-03-23 00:00:00+00:00,7947
2011-03-24 00:00:00+00:00,4444
2011-03-25 00:00:00+00:00,4379
2011-03-26 00:00:00+00:00,6240
2011-03-27 00:00:00+00:00,5206
2011-03-28 00:00:00+00:00,5798
2011-03-29 00:00:00+00:00,5638
2011-03-30 00:00:00+00:00,3705
2011-03-31 00:00:00+00:00,4429
2011-04-01 00:00:00+00:00,3369
2011-04-02 00:00:00+00:00,3676
2011-04-03 00:00:00+00:00,3840
2011-04-04 00:00:00+00:00,4780
2011-04-05 00:00:00+00:00,4472
2011-04-06 00:00:00+00:00,3820
2011-04-07 00:00:00+00:00,3568
2011-04-08 00:00:00+00:00,3876
2011-04-09 00:00:00+00:00,3698
2011-04-10 00:00:00+00:00,3627
2011-04-11 00:00:00+00:00,3936
2011-04-12 00:00:00+00:00,4391
2011-04-13 00:00:00+00:00,4794
2011-04-14 00:00:00+00:00,5849
2011-04-15 00:00:00+00:00,4045
2011-04-16 00:00:00+00:00,4294
2011-04-17 00:00:00+00:00,4527
2011-04-18 00:00:00+00:00,5980
2011-04-19 00:00:00+00:00,7008
2011-04-20 00:00:00+00:00,5593
2011-04-21 00:00:00+00:00,3951
2011-04-22 00:00:00+00:00,4263
2011-04-23 00:00:00+00:00,4784
2011-04-24 00:00:00+00:00,4525
2011-04-25 00:00:00+00:00,5488
2011-04-26 00:00:00+00:00,7080
2011-04-27 00:00:00+00:00,9123
2011-04-28 00:00:00+00:00,6067
2011-04-29 00:00:00+00:00,7414
2011-04-30 00:00:00+00:00,8684
2011-05-01 00:00:00+00:00,7959
2011-05-02 00:00:00+00:00,6317
2011-05-03 00:00:00+00:00,6639
2011-05-04 00:00:00+00:00,6117
2011-05-05 00:00:00+00:00,7475
2011-05-06 00:00:00+00:00,7285
2011-05-07 00:00:00+00:00,8233
2011-05-08 00:00:00+00:00,6274
2011-05-09 00:00:00+00:00,7998
2011-05-10 00:00:00+00:00,7229
2011-05-11 00:00:00+00:00,6753
2011-05-12 00:00:00+00:00,7407
2011-05-13 00:00:00+00:00,8995
2011-05-14 00:00:00+00:00,10095
2011-05-15 00:00:00+00:00,9207
2011-05-16 00:00:00+00:00,12655
2011-05-17 00:00:00+00:00,11614
2011-05-18 00:00:00+00:00,13551
2011-05-19 00:00:00+00:00,12573
2011-05-20 00:00:00+00:00,11763
2011-05-21 00:00:00+00:00,11140
2011-05-22 00:00:00+00:00,12583
2011-05-23 00:00:00+00:00,13518
2011-05-24 00:00:00+00:00,14173
2011-05-25 00:00:00+00:00,16023
2011-05-26 00:00:00+00:00,15188
2011-05-27 00:00:00+00:00,10751
2011-05-28 00:00:00+00:00,12026
2011-05-29 00:00:00+00:00,12018
2011-05-30 00:00:00+00:00,13928
2011-05-31 00:00:00+00:00,13962
2011-06-01 00:00:00+00:00,15548
2011-06-02 00:00:00+00:00,15452
2011-06-03 00:00:00+00:00,18892
2011-06-04 00:00:00+00:00,20053
2011-06-05 00:00:00+00:00,19309
2011-06-06 00:00:00+00:00,22344
2011-06-07 00:00:00+00:00,18657
2011-06-08 00:00:00+00:00,25537
2011-06-09 00:00:00+00:00,29021
2011-06-10 00:00:00+00:00,25899
2011-06-11 00:00:00+00:00,26322
2011-06-12 00:00:00+00:00,29299
2011-06-13 00:00:00+00:00,27520
2011-06-14 00:00:00+00:00,34917
2011-06-15 00:00:00+00:00,30393
2011-06-16 00:00:00+00:00,29188
2011-06-17 00:00:00+00:00,27196
2011-06-18 00:00:00+00:00,29806
2011-06-19 00:00:00+00:00,29666
2011-06-20 00:00:00+00:00,28858
2011-06-21 00:00:00+00:00,26638
2011-06-22 00:00:00+00:00,30786
2011-06-23 00:00:00+00:00,27364
2011-06-24 00:00:00+00:00,26639
2011-06-25 00:00:00+00:00,22993
2011-06-26 00:00:00+00:00,22766
2011-06-27 00:00:00+00:00,31689
2011-06-28 00:00:00+00:00,25377
2011-06-29 00:00:00+00:00,24424
2011-06-30 00:00:00+00:00,23771
2011-07-01 00:00:00+00:00,32297
2011-07-02 00:00:00+00:00,33491
2011-07-03 00:00:00+00:00,23152
2011-07-04 00:00:00+00:00,25088
2011-07-05 00:00:00+00:00,22845
2011-07-06 00:00:00+00:00,26198
2011-07-07 00:00:00+00:00,22247
2011-07-08 00:00:00+00:00,24830
2011-07-09 00:00:00+00:00,23297
2011-07-10 00:00:00+00:00,29193
2011-07-11 00:00:00+00:00,26823
2011-07-12 00:00:00+00:00,23442
2011-07-13 00:00:00+00:00,27203
2011-07-14 00:00:00+00:00,29173
2011-07-15 00:00:00+00:00,24090
2011-07-16 00:00:00+00:00,24994
2011-07-17 00:00:00+00:00,24953
2011-07-18 00:00:00+00:00,24299
2011-07-19 00:00:00+00:00,24319
2011-07-20 00:00:00+00:00,25356
2011-07-21 00:00:00+00:00,24942
2011-07-22 00:00:00+00:00,24089
2011-07-23 00:00:00+00:00,21898
2011-07-24 00:00:00+00:00,23530
2011-07-25 00:00:00+00:00,26772
2011-07-26 00:00:00+00:00,23230
2011-07-27 00:00:00+00:00,24031
2011-07-28 00:00:00+00:00,25217
2011-07-29 00:00:00+00:00,22692
2011-07-30 00:00:00+00:00,19430
2011-07-31 00:00:00+00:00,24638
2011-08-01 00:00:00+00:00,23398
2011-08-02 00:00:00+00:00,21647
2011-08-03 00:00:00+00:00,17450
2011-08-04 00:00:00+00:00,19046
2011-08-05 00:00:00+00:00,20999
2011-08-06 00:00:00+00:00,19259
2011-08-07 00:00:00+00:00,19745
2011-08-08 00:00:00+00:00,20849
2011-08-09 00:00:00+00:00,23816
2011-08-10 00:00:00+00:00,20443
2011-08-11 00:00:00+00:00,17925
2011-08-12 00:00:00+00:00,15782
2011-08-13 00:00:00+00:00,18517
2011-08-14 00:00:00+00:00,22036
2011-08-15 00:00:00+00:00,19256
2011-08-16 00:00:00+00:00,22301
2011-08-17 00:00:00+00:00,19191
2011-08-18 00:00:00+00:00,21201
2011-08-19 00:00:00+00:00,21602
2011-08-20 00:00:00+00:00,21600
2011-08-21 00:00:00+00:00,22326
2011-08-22 00:00:00+00:00,24959
2011-08-23 00:00:00+00:00,22064
2011-08-24 00:00:00+00:00,21373
2011-08-25 00:00:00+00:00,22010
2011-08-26 00:00:00+00:00,19664
2011-08-27 00:00:00+00:00,18811
2011-08-28 00:00:00+00:00,17795
2011-08-29 00:00:00+00:00,19515
2011-08-30 00:00:00+00:00,17681
2011-08-31 00:00:00+00:00,16985
2011-09-01 00:00:00+00:00,16643
2011-09-02 00:00:00+00:00,15739
2011-09-03 00:00:00+00:00,14139
2011-09-04 00:00:00+00:00,88145
2011-09-05 00:00:00+00:00,17988
2011-09-06 00:00:00+00:00,17884
2011-09-07 00:00:00+00:00,16516
2011-09-08 00:00:00+00:00,15496
2011-09-09 00:00:00+00:00,17509
2011-09-10 00:00:00+00:00,14992
2011-09-11 00:00:00+00:00,14552
2011-09-12 00:00:00+00:00,15552
2011-09-13 00:00:00+00:00,14598
2011-09-14 00:00:00+00:00,14563
2011-09-15 00:00:00+00:00,14890
2011-09-16 00:00:00+00:00,13856
2011-09-17 00:00:00+00:00,12328
2011-09-18 00:00:00+00:00,14765
2011-09-19 00:00:00+00:00,15583
2011-09-20 00:00:00+00:00,22031
2011-09-21 00:00:00+00:00,16777
2011-09-22 00:00:00+00:00,17123
2011-09-23 00:00:00+00:00,20002
2011-09-24 00:00:00+00:00,18990
2011-09-25 00:00:00+00:00,19450
2011-09-26 00:00:00+00:00,17317
2011-09-27 00:00:00+00:00,17944
2011-09-28 00:00:00+00:00,14335
2011-09-29 00:00:00+00:00,12649
2011-09-30 00:00:00+00:00,12902
2011-10-01 00:00:00+00:00,12201
2011-10-02 00:00:00+00:00,11530
2011-10-03 00:00:00+00:00,14279
2011-10-04 00:00:00+00:00,12827
2011-10-05 00:00:00+00:00,13391
2011-10-06 00:00:00+00:00,13412
2011-10-07 00:00:00+00:00,13430
2011-10-08 00:00:00+00:00,12442
2011-10-09 00:00:00+00:00,12254
2011-10-10 00:00:00+00:00,13339
2011-10-11 00:00:00+00:00,13550
2011-10-12 00:00:00+00:00,13466
2011-10-13 00:00:00+00:00,11108
2011-10-14 00:00:00+00:00,13231
2011-10-15 00:00:00+00:00,12773
2011-10-16 00:00:00+00:00,11235
2011-10-17 00:00:00+00:00,13354
2011-10-18 00:00:00+00:00,11554
2011-10-19 00:00:00+00:00,11732
2011-10-20 00:00:00+00:00,10585
2011-10-21 00:00:00+00:00,11530
2011-10-22 00:00:00+00:00,11619
2011-10-23 00:00:00+00:00,12380
2011-10-24 00:00:00+00:00,13592
2011-10-25 00:00:00+00:00,12836
2011-10-26 00:00:00+00:00,11891
2011-10-27 00:00:00+00:00,10628
2011-10-28 00:00:00+00:00,11217
2011-10-29 00:00:00+00:00,12487
2011-10-30 00:00:00+00:00,10745
2011-10-31 00:00:00+00:00,11620
2011-11-01 00:00:00+00:00,12129
2011-11-02 00:00:00+00:00,12416
2011-11-03 00:00:00+00:00,12571
2011-11-04 00:00:00+00:00,14507
2011-11-05 00:00:00+00:00,12887
2011-11-06 00:00:00+00:00,11531
2011-11-07 00:00:00+00:00,12037
2011-11-08 00:00:00+00:00,13860
2011-11-09 00:00:00+00:00,14268
2011-11-10 00:00:00+00:00,14941
2011-11-11 00:00:00+00:00,11309
2011-11-12 00:00:00+00:00,11906
2011-11-13 00:00:00+00:00,12277
2011-11-14 00:00:00+00:00,13481
2011-11-15 00:00:00+00:00,14473
2011-11-16 00:00:00+00:00,13193
2011-11-17 00:00:00+00:00,11281
2011-11-18 00:00:00+00:00,12031
2011-11-19 00:00:00+00:00,11209
2011-11-20 00:00:00+00:00,11830
2011-11-21 00:00:00+00:00,11060
2011-11-22 00:00:00+00:00,12674
2011-11-23 00:00:00+00:00,12004
2011-11-24 00:00:00+00:00,11494
2011-11-25 00:00:00+00:00,12567
2011-11-26 00:00:00+00:00,10845
2011-11-27 00:00:00+00:00,11491
2011-11-28 00:00:00+00:00,13219
2011-11-29 00:00:00+00:00,14190
2011-11-30 00:00:00+00:00,14827
2011-12-01 00:00:00+00:00,15186
2011-12-02 00:00:00+00:00,14339
2011-12-03 00:00:00+00:00,12994
2011-12-04 00:00:00+00:00,12524
2011-12-05 00:00:00+00:00,14548
2011-12-06 00:00:00+00:00,17825
2011-12-07 00:00:00+00:00,13360
2011-12-08 00:00:00+00:00,13595
2011-12-09 00:00:00+00:00,12737
2011-12-10 00:00:00+00:00,13393
2011-12-11 00:00:00+00:00,12259
2011-12-12 00:00:00+00:00,11655
2011-12-13 00:00:00+00:00,13196
2011-12-14 00:00:00+00:00,13264
2011-12-15 00:00:00+00:00,10781
2011-12-16 00:00:00+00:00,11152
2011-12-17 00:00:00+00:00,11160
2011-12-18 00:00:00+00:00,11067
2011-12-19 00:00:00+00:00,13691
2011-12-20 00:00:00+00:00,13949
2011-12-21 00:00:00+00:00,12723
2011-12-22 00:00:00+00:00,14082
2011-12-23 00:00:00+00:00,13106
2011-12-24 00:00:00+00:00,10768
2011-12-25 00:00:00+00:00,12592
2011-12-26 00:00:00+00:00,13325
2011-12-27 00:00:00+00:00,11937
2011-12-28 00:00:00+00:00,11712
2011-12-29 00:00:00+00:00,12298
2011-12-30 00:00:00+00:00,11628
2011-12-31 00:00:00+00:00,11335
2012-01-01 00:00:00+00:00,12135
2012-01-02 00:00:00+00:00,12339
2012-01-03 00:00:00+00:00,13538
2012-01-04 00:00:00+00:00,12869
2012-01-05 00:00:00+00:00,15809
2012-01-06 00:00:00+00:00,15147
2012-01-07 00:00:00+00:00,13445
2012-01-08 00:00:00+00:00,16069
2012-01-09 00:00:00+00:00,14303
2012-01-10 00:00:00+00:00,15722
2012-01-11 00:00:00+00:00,16628
2012-01-12 00:00:00+00:00,15206
2012-01-13 00:00:00+00:00,15820
2012-01-14 00:00:00+00:00,16119
2012-01-15 00:00:00+00:00,14126
2012-01-16 00:00:00+00:00,17118
2012-01-17 00:00:00+00:00,15674
2012-01-18 00:00:00+00:00,15501
2012-01-19 00:00:00+00:00,16244
2012-01-20 00:00:00+00:00,15611
2012-01-21 00:00:00+00:00,14632
2012-01-22 00:00:00+00:00,12817
2012-01-23 00:00:00+00:00,15019
2012-01-24 00:00:00+00:00,16559
2012-01-25 00:00:00+00:00,18292
2012-01-26 00:00:00+00:00,15313
2012-01-27 00:00:00+00:00,14760
2012-01-28 00:00:00+00:00,14708
2012-01-29 00:00:00+00:00,15363
2012-01-30 00:00:00+00:00,14990
2012-01-31 00:00:00+00:00,16176
2012-02-01 00:00:00+00:00,15972
2012-02-02 00:00:00+00:00,17550
2012-02-03 00:00:00+00:00,17461
2012-02-04 00:00:00+00:00,16531
2012-02-05 00:00:00+00:00,16050
2012-02-06 00:00:00+00:00,14087
2012-02-07 00:00:00+00:00,15930
2012-02-08 00:00:00+00:00,17238
2012-02-09 00:00:00+00:00,17577
2012-02-10 00:00:00+00:00,18681
2012-02-11 00:00:00+00:00,17373
2012-02-12 00:00:00+00:00,17621
2012-02-13 00:00:00+00:00,19323
2012-02-14 00:00:00+00:00,21928
2012-02-15 00:00:00+00:00,21520
2012-02-16 00:00:00+00:00,21873
2012-02-17 00:00:00+00:00,15005
2012-02-18 00:00:00+00:00,16460
2012-02-19 00:00:00+00:00,15405
2012-02-20 00:00:00+00:00,15254
2012-02-21 00:00:00+00:00,15026
2012-02-22 00:00:00+00:00,17360
2012-02-23 00:00:00+00:00,19504
2012-02-24 00:00:00+00:00,17535
2012-02-25 00:00:00+00:00,16300
2012-02-26 00:00:00+00:00,14540
2012-02-27 00:00:00+00:00,16440
2012-02-28 00:00:00+00:00,17231
2012-02-29 00:00:00+00:00,17312
2012-03-01 00:00:00+00:00,16032
2012-03-02 00:00:00+00:00,18989
2012-03-03 00:00:00+00:00,13287
2012-03-04 00:00:00+00:00,17653
2012-03-05 00:00:00+00:00,18469
2012-03-06 00:00:00+00:00,16349
2012-03-07 00:00:00+00:00,17234
2012-03-08 00:00:00+00:00,17707
2012-03-09 00:00:00+00:00,17520
2012-03-10 00:00:00+00:00,14063
2012-03-11 00:00:00+00:00,13866
2012-03-12 00:00:00+00:00,16988
2012-03-13 00:00:00+00:00,18245
2012-03-14 00:00:00+00:00,17154
2012-03-15 00:00:00+00:00,15556
2012-03-16 00:00:00+00:00,17476
2012-03-17 00:00:00+00:00,17327
2012-03-18 00:00:00+00:00,15149
2012-03-19 00:00:00+00:00,15715
2012-03-20 00:00:00+00:00,16057
2012-03-21 00:00:00+00:00,17732
2012-03-22 00:00:00+00:00,17088
2012-03-23 00:00:00+00:00,14964
2012-03-24 00:00:00+00:00,16145
2012-03-25 00:00:00+00:00,15160
2012-03-26 00:00:00+00:00,16254
2012-03-27 00:00:00+00:00,17094
2012-03-28 00:00:00+00:00,18381
2012-03-29 00:00:00+00:00,18051
2012-03-30 00:00:00+00:00,17656
2012-03-31 00:00:00+00:00,15545
2012-04-01 00:00:00+00:00,14641
2012-04-02 00:00:00+00:00,15111
2012-04-03 00:00:00+00:00,17522
2012-04-04 00:00:00+00:00,17041
2012-04-05 00:00:00+00:00,16255
2012-04-06 00:00:00+00:00,15828
2012-04-07 00:00:00+00:00,15082
2012-04-08 00:00:00+00:00,15412
2012-04-09 00:00:00+00:00,16039
2012-04-10 00:00:00+00:00,20449
2012-04-11 00:00:00+00:00,18813
2012-04-12 00:00:00+00:00,19398
2012-04-13 00:00:00+00:00,17653
2012-04-14 00:00:00+00:00,19534
2012-04-15 00:00:00+00:00,17304
2012-04-16 00:00:00+00:00,21042
2012-04-17 00:00:00+00:00,18744
2012-04-18 00:00:00+00:00,20303
2012-04-19 00:00:00+00:00,18577
2012-04-20 00:00:00+00:00,19632
2012-04-21 00:00:00+00:00,17096
2012-04-22 00:00:00+00:00,15540
2012-04-23 00:00:00+00:00,17381
2012-04-24 00:00:00+00:00,18844
2012-04-25 00:00:00+00:00,18707
2012-04-26 00:00:00+00:00,23511
2012-04-27 00:00:00+00:00,17689
2012-04-28 00:00:00+00:00,18412
2012-04-29 00:00:00+00:00,18840
2012-04-30 00:00:00+00:00,22508
2012-05-01 00:00:00+00:00,24968
2012-05-02 00:00:00+00:00,23224
2012-05-03 00:00:00+00:00,32186
2012-05-04 00:00:00+00:00,32470
2012-05-05 00:00:00+00:00,30118
2012-05-06 00:00:00+00:00,26675
2012-05-07 00:00:00+00:00,40972
2012-05-08 00:00:00+00:00,40031
2012-05-09 00:00:00+00:00,38562
2012-05-10 00:00:00+00:00,26195
2012-05-11 00:00:00+00:00,41602
2012-05-12 00:00:00+00:00,39554
2012-05-13 00:00:00+00:00,33061
2012-05-14 00:00:00+00:00,60905
2012-05-15 00:00:00+00:00,48447
2012-05-16 00:00:00+00:00,40122
2012-05-17 00:00:00+00:00,38832
2012-05-18 00:00:00+00:00,53046
2012-05-19 00:00:00+00:00,75313
2012-05-20 00:00:00+00:00,67456
2012-05-21 00:00:00+00:00,68417
2012-05-22 00:00:00+00:00,51377
2012-05-23 00:00:00+00:00,60318
2012-05-24 00:00:00+00:00,58459
2012-05-25 00:00:00+00:00,62514
2012-05-26 00:00:00+00:00,50884
2012-05-27 00:00:00+00:00,56859
2012-05-28 00:00:00+00:00,64725
2012-05-29 00:00:00+00:00,64412
2012-05-30 00:00:00+00:00,56634
2012-05-31 00:00:00+00:00,47871
2012-06-01 00:00:00+00:00,60350
2012-06-02 00:00:00+00:00,30391
2012-06-03 00:00:00+00:00,72633
2012-06-04 00:00:00+00:00,97178
2012-06-05 00:00:00+00:00,94316
2012-06-06 00:00:00+00:00,36468
2012-06-07 00:00:00+00:00,70830
2012-06-08 00:00:00+00:00,53754
2012-06-09 00:00:00+00:00,71784
2012-06-10 00:00:00+00:00,87215
2012-06-11 00:00:00+00:00,71219
2012-06-12 00:00:00+00:00,45874
2012-06-13 00:00:00+00:00,123815
2012-06-14 00:00:00+00:00,138068
2012-06-15 00:00:00+00:00,120938
2012-06-16 00:00:00+00:00,95124
2012-06-17 00:00:00+00:00,99861
2012-06-18 00:00:00+00:00,87377
2012-06-19 00:00:00+00:00,82133
2012-06-20 00:00:00+00:00,78498
2012-06-21 00:00:00+00:00,63779
2012-06-22 00:00:00+00:00,55611
2012-06-23 00:00:00+00:00,53976
2012-06-24 00:00:00+00:00,50967
2012-06-25 00:00:00+00:00,65196
2012-06-26 00:00:00+00:00,69480
2012-06-27 00:00:00+00:00,71255
2012-06-28 00:00:00+00:00,60199
2012-06-29 00:00:00+00:00,51397
2012-06-30 00:00:00+00:00,50724
2012-07-01 00:00:00+00:00,43286
2012-07-02 00:00:00+00:00,55978
2012-07-03 00:00:00+00:00,51477
2012-07-04 00:00:00+00:00,54243
2012-07-05 00:00:00+00:00,50527
2012-07-06 00:00:00+00:00,54122
2012-07-07 00:00:00+00:00,55591
2012-07-08 00:00:00+00:00,46744
2012-07-09 00:00:00+00:00,56730
2012-07-10 00:00:00+00:00,77306
2012-07-11 00:00:00+00:00,70321
2012-07-12 00:00:00+00:00,53485
2012-07-13 00:00:00+00:00,57331
2012-07-14 00:00:00+00:00,50978
2012-07-15 00:00:00+00:00,58360
2012-07-16 00:00:00+00:00,71150
2012-07-17 00:00:00+00:00,77240
2012-07-18 00:00:00+00:00,71862
2012-07-19 00:00:00+00:00,70836
2012-07-20 00:00:00+00:00,84755
2012-07-21 00:00:00+00:00,77123
2012-07-22 00:00:00+00:00,75077
2012-07-23 00:00:00+00:00,70843
2012-07-24 00:00:00+00:00,63346
2012-07-25 00:00:00+00:00,62495
2012-07-26 00:00:00+00:00,68524
2012-07-27 00:00:00+00:00,60503
2012-07-28 00:00:00+00:00,78512
2012-07-29 00:00:00+00:00,75186
2012-07-30 00:00:00+00:00,74255
2012-07-31 00:00:00+00:00,88632
2012-08-01 00:00:00+00:00,66873
2012-08-02 00:00:00+00:00,72222
2012-08-03 00:00:00+00:00,60905
2012-08-04 00:00:00+00:00,64536
2012-08-05 00:00:00+00:00,71168
2012-08-06 00:00:00+00:00,76109
2012-08-07 00:00:00+00:00,65121
2012-08-08 00:00:00+00:00,87041
2012-08-09 00:00:00+00:00,65667
2012-08-10 00:00:00+00:00,63413
2012-08-11 00:00:00+00:00,71524
2012-08-12 00:00:00+00:00,78633
2012-08-13 00:00:00+00:00,113606
2012-08-14 00:00:00+00:00,78152
2012-08-15 00:00:00+00:00,121504
2012-08-16 00:00:00+00:00,97598
2012-08-17 00:00:00+00:00,85167
2012-08-18 00:00:00+00:00,77441
2012-08-19 00:00:00+00:00,78825
2012-08-20 00:00:00+00:00,78060
2012-08-21 00:00:00+00:00,92660
2012-08-22 00:00:00+00:00,81360
2012-08-23 00:00:00+00:00,70630
2012-08-24 00:00:00+00:00,70314
2012-08-25 00:00:00+00:00,71525
2012-08-26 00:00:00+00:00,64505
2012-08-27 00:00:00+00:00,71241
2012-08-28 00:00:00+00:00,69389
2012-08-29 00:00:00+00:00,74111
2012-08-30 00:00:00+00:00,71876
2012-08-31 00:00:00+00:00,87364
2012-09-01 00:00:00+00:00,88545
2012-09-02 00:00:00+00:00,75567
2012-09-03 00:00:00+00:00,82490
2012-09-04 00:00:00+00:00,89149
2012-09-05 00:00:00+00:00,89376
2012-09-06 00:00:00+00:00,92425
2012-09-07 00:00:00+00:00,73078
2012-09-08 00:00:00+00:00,69585
2012-09-09 00:00:00+00:00,69666
2012-09-10 00:00:00+00:00,75215
2012-09-11 00:00:00+00:00,87458
2012-09-12 00:00:00+00:00,67025
2012-09-13 00:00:00+00:00,68249
2012-09-14 00:00:00+00:00,85325
2012-09-15 00:00:00+00:00,62772
2012-09-16 00:00:00+00:00,68266
2012-09-17 00:00:00+00:00,57716
2012-09-18 00:00:00+00:00,76016
2012-09-19 00:00:00+00:00,75078
2012-09-20 00:00:00+00:00,72273
2012-09-21 00:00:00+00:00,70983
2012-09-22 00:00:00+00:00,54619
2012-09-23 00:00:00+00:00,69162
2012-09-24 00:00:00+00:00,68250
2012-09-25 00:00:00+00:00,58168
2012-09-26 00:00:00+00:00,75726
2012-09-27 00:00:00+00:00,69386
2012-09-28 00:00:00+00:00,81061
2012-09-29 00:00:00+00:00,60944
2012-09-30 00:00:00+00:00,56308
2012-10-01 00:00:00+00:00,75684
2012-10-02 00:00:00+00:00,74601
2012-10-03 00:00:00+00:00,64266
2012-10-04 00:00:00+00:00,76197
2012-10-05 00:00:00+00:00,86472
2012-10-06 00:00:00+00:00,79258
2012-10-07 00:00:00+00:00,88713
2012-10-08 00:00:00+00:00,95694
2012-10-09 00:00:00+00:00,88365
2012-10-10 00:00:00+00:00,78887
2012-10-11 00:00:00+00:00,69684
2012-10-12 00:00:00+00:00,77326
2012-10-13 00:00:00+00:00,83626
2012-10-14 00:00:00+00:00,73362
2012-10-15 00:00:00+00:00,79361
2012-10-16 00:00:00+00:00,88722
2012-10-17 00:00:00+00:00,84711
2012-10-18 00:00:00+00:00,76660
2012-10-19 00:00:00+00:00,65355
2012-10-20 00:00:00+00:00,79258
2012-10-21 00:00:00+00:00,100977
2012-10-22 00:00:00+00:00,102007
2012-10-23 00:00:00+00:00,81702
2012-10-24 00:00:00+00:00,85107
2012-10-25 00:00:00+00:00,67158
2012-10-26 00:00:00+00:00,58497
2012-10-27 00:00:00+00:00,45075
2012-10-28 00:00:00+00:00,48080
2012-10-29 00:00:00+00:00,56761
2012-10-30 00:00:00+00:00,75375
2012-10-31 00:00:00+00:00,68479
2012-11-01 00:00:00+00:00,59404
2012-11-02 00:00:00+00:00,71622
2012-11-03 00:00:00+00:00,61256
2012-11-04 00:00:00+00:00,59134
2012-11-05 00:00:00+00:00,79895
2012-11-06 00:00:00+00:00,78033
2012-11-07 00:00:00+00:00,86420
2012-11-08 00:00:00+00:00,80990
2012-11-09 00:00:00+00:00,66194
2012-11-10 00:00:00+00:00,66017
2012-11-11 00:00:00+00:00,59564
2012-11-12 00:00:00+00:00,59457
2012-11-13 00:00:00+00:00,63963
2012-11-14 00:00:00+00:00,71809
2012-11-15 00:00:00+00:00,88300
2012-11-16 00:00:00+00:00,91688
2012-11-17 00:00:00+00:00,117881
2012-11-18 00:00:00+00:00,82378
2012-11-19 00:00:00+00:00,86890
2012-11-20 00:00:00+00:00,87944
2012-11-21 00:00:00+00:00,92979
2012-11-22 00:00:00+00:00,77103
2012-11-23 00:00:00+00:00,82953
2012-11-24 00:00:00+00:00,73395
2012-11-25 00:00:00+00:00,87482
2012-11-26 00:00:00+00:00,85996
2012-11-27 00:00:00+00:00,68144
2012-11-28 00:00:00+00:00,90213
2012-11-29 00:00:00+00:00,87851
2012-11-30 00:00:00+00:00,72601
2012-12-01 00:00:00+00:00,79316
2012-12-02 00:00:00+00:00,52959
2012-12-03 00:00:00+00:00,53616
2012-12-04 00:00:00+00:00,76341
