Time,sending-addresses-btc-24h
2011-01-07 00:00:00+00:00,778
2011-01-08 00:00:00+00:00,990
2011-01-09 00:00:00+00:00,882
2011-01-10 00:00:00+00:00,926
2011-01-11 00:00:00+00:00,1014
2011-01-12 00:00:00+00:00,748
2011-01-13 00:00:00+00:00,1151
2011-01-14 00:00:00+00:00,1076
2011-01-15 00:00:00+00:00,855
2011-01-16 00:00:00+00:00,992
2011-01-17 00:00:00+00:00,782
2011-01-18 00:00:00+00:00,922
2011-01-19 00:00:00+00:00,984
2011-01-20 00:00:00+00:00,879
2011-01-21 00:00:00+00:00,1307
2011-01-22 00:00:00+00:00,1514
2011-01-23 00:00:00+00:00,1328
2011-01-24 00:00:00+00:00,1371
2011-01-25 00:00:00+00:00,889
2011-01-26 00:00:00+00:00,1016
2011-01-27 00:00:00+00:00,1081
2011-01-28 00:00:00+00:00,1088
2011-01-29 00:00:00+00:00,1469
2011-01-30 00:00:00+00:00,2668
2011-01-31 00:00:00+00:00,1580
2011-02-01 00:00:00+00:00,1249
2011-02-02 00:00:00+00:00,963
2011-02-03 00:00:00+00:00,805
2011-02-04 00:00:00+00:00,960
2011-02-05 00:00:00+00:00,1004
2011-02-06 00:00:00+00:00,898
2011-02-07 00:00:00+00:00,884
2011-02-08 00:00:00+00:00,897
2011-02-09 00:00:00+00:00,1274
2011-02-10 00:00:00+00:00,2225
2011-02-11 00:00:00+00:00,2660
2011-02-12 00:00:00+00:00,1948
2011-02-13 00:00:00+00:00,2053
2011-02-14 00:00:00+00:00,2880
2011-02-15 00:00:00+00:00,2324
2011-02-16 00:00:00+00:00,2075
2011-02-17 00:00:00+00:00,2170
2011-02-18 00:00:00+00:00,2230
2011-02-19 00:00:00+00:00,1779
2011-02-20 00:00:00+00:00,2005
2011-02-21 00:00:00+00:00,2003
2011-02-22 00:00:00+00:00,2386
2011-02-23 00:00:00+00:00,2342
2011-02-24 00:00:00+00:00,2318
2011-02-25 00:00:00+00:00,2127
2011-02-26 00:00:00+00:00,2272
2011-02-27 00:00:00+00:00,2368
2011-02-28 00:00:00+00:00,1843
2011-03-01 00:00:00+00:00,3173
2011-03-02 00:00:00+00:00,2371
2011-03-03 00:00:00+00:00,3292
2011-03-04 00:00:00+00:00,2027
2011-03-05 00:00:00+00:00,2319
2011-03-06 00:00:00+00:00,2092
2011-03-07 00:00:00+00:00,2151
2011-03-08 00:00:00+00:00,2665
2011-03-09 00:00:00+00:00,2284
2011-03-10 00:00:00+00:00,2006
2011-03-11 00:00:00+00:00,2062
2011-03-12 00:00:00+00:00,2240
2011-03-13 00:00:00+00:00,1977
2011-03-14 00:00:00+00:00,2035
2011-03-15 00:00:00+00:00,2421
2011-03-16 00:00:00+00:00,2212
2011-03-17 00:00:00+00:00,2202
2011-03-18 00:00:00+00:00,2150
2011-03-19 00:00:00+00:00,2182
2011-03-20 00:00:00+00:00,3512
2011-03-21 00:00:00+00:00,3040
2011-03-22 00:00:00+00:00,2511
2011-03-23 00:00:00+00:00,4454
2011-03-24 00:00:00+00:00,2539
2011-03-25 00:00:00+00:00,2553
2011-03-26 00:00:00+00:00,3357
2011-03-27 00:00:00+00:00,2937
2011-03-28 00:00:00+00:00,3688
2011-03-29 00:00:00+00:00,3149
2011-03-30 00:00:00+00:00,2321
2011-03-31 00:00:00+00:00,2599
2011-04-01 00:00:00+00:00,1927
2011-04-02 00:00:00+00:00,2043
2011-04-03 00:00:00+00:00,2087
2011-04-04 00:00:00+00:00,2906
2011-04-05 00:00:00+00:00,2550
2011-04-06 00:00:00+00:00,2321
2011-04-07 00:00:00+00:00,2063
2011-04-08 00:00:00+00:00,2166
2011-04-09 00:00:00+00:00,2085
2011-04-10 00:00:00+00:00,2095
2011-04-11 00:00:00+00:00,2500
2011-04-12 00:00:00+00:00,2763
2011-04-13 00:00:00+00:00,3041
2011-04-14 00:00:00+00:00,3407
2011-04-15 00:00:00+00:00,2712
2011-04-16 00:00:00+00:00,3998
2011-04-17 00:00:00+00:00,2772
2011-04-18 00:00:00+00:00,3749
2011-04-19 00:00:00+00:00,4344
2011-04-20 00:00:00+00:00,3710
2011-04-21 00:00:00+00:00,2346
2011-04-22 00:00:00+00:00,2654
2011-04-23 00:00:00+00:00,3118
2011-04-24 00:00:00+00:00,2950
2011-04-25 00:00:00+00:00,3100
2011-04-26 00:00:00+00:00,4194
2011-04-27 00:00:00+00:00,5546
2011-04-28 00:00:00+00:00,4049
2011-04-29 00:00:00+00:00,4510
2011-04-30 00:00:00+00:00,5743
2011-05-01 00:00:00+00:00,5021
2011-05-02 00:00:00+00:00,3851
2011-05-03 00:00:00+00:00,3799
2011-05-04 00:00:00+00:00,4077
2011-05-05 00:00:00+00:00,4563
2011-05-06 00:00:00+00:00,4272
2011-05-07 00:00:00+00:00,4839
2011-05-08 00:00:00+00:00,3781
2011-05-09 00:00:00+00:00,4771
2011-05-10 00:00:00+00:00,4439
2011-05-11 00:00:00+00:00,4330
2011-05-12 00:00:00+00:00,4429
2011-05-13 00:00:00+00:00,6030
2011-05-14 00:00:00+00:00,5708
2011-05-15 00:00:00+00:00,5066
2011-05-16 00:00:00+00:00,5968
2011-05-17 00:00:00+00:00,5911
2011-05-18 00:00:00+00:00,7534
2011-05-19 00:00:00+00:00,6457
2011-05-20 00:00:00+00:00,6521
2011-05-21 00:00:00+00:00,6522
2011-05-22 00:00:00+00:00,6594
2011-05-23 00:00:00+00:00,7554
2011-05-24 00:00:00+00:00,7513
2011-05-25 00:00:00+00:00,8095
2011-05-26 00:00:00+00:00,8819
2011-05-27 00:00:00+00:00,6320
2011-05-28 00:00:00+00:00,6543
2011-05-29 00:00:00+00:00,6624
2011-05-30 00:00:00+00:00,6952
2011-05-31 00:00:00+00:00,8326
2011-06-01 00:00:00+00:00,8593
2011-06-02 00:00:00+00:00,9964
2011-06-03 00:00:00+00:00,11543
2011-06-04 00:00:00+00:00,11791
2011-06-05 00:00:00+00:00,11048
2011-06-06 00:00:00+00:00,13176
2011-06-07 00:00:00+00:00,12066
2011-06-08 00:00:00+00:00,18547
2011-06-09 00:00:00+00:00,16816
2011-06-10 00:00:00+00:00,15391
2011-06-11 00:00:00+00:00,14870
2011-06-12 00:00:00+00:00,17532
2011-06-13 00:00:00+00:00,16133
2011-06-14 00:00:00+00:00,18673
2011-06-15 00:00:00+00:00,17265
2011-06-16 00:00:00+00:00,18174
2011-06-17 00:00:00+00:00,15842
2011-06-18 00:00:00+00:00,15489
2011-06-19 00:00:00+00:00,16175
2011-06-20 00:00:00+00:00,13868
2011-06-21 00:00:00+00:00,12674
2011-06-22 00:00:00+00:00,13896
2011-06-23 00:00:00+00:00,12730
2011-06-24 00:00:00+00:00,14167
2011-06-25 00:00:00+00:00,12732
2011-06-26 00:00:00+00:00,13721
2011-06-27 00:00:00+00:00,16930
2011-06-28 00:00:00+00:00,15199
2011-06-29 00:00:00+00:00,13091
2011-06-30 00:00:00+00:00,13028
2011-07-01 00:00:00+00:00,13649
2011-07-02 00:00:00+00:00,10594
2011-07-03 00:00:00+00:00,11129
2011-07-04 00:00:00+00:00,12920
2011-07-05 00:00:00+00:00,12462
2011-07-06 00:00:00+00:00,14632
2011-07-07 00:00:00+00:00,11859
2011-07-08 00:00:00+00:00,11246
2011-07-09 00:00:00+00:00,10420
2011-07-10 00:00:00+00:00,10796
2011-07-11 00:00:00+00:00,13165
2011-07-12 00:00:00+00:00,10701
2011-07-13 00:00:00+00:00,11717
2011-07-14 00:00:00+00:00,11167
2011-07-15 00:00:00+00:00,10293
2011-07-16 00:00:00+00:00,11388
2011-07-17 00:00:00+00:00,10664
2011-07-18 00:00:00+00:00,15281
2011-07-19 00:00:00+00:00,12312
2011-07-20 00:00:00+00:00,12483
2011-07-21 00:00:00+00:00,11350
2011-07-22 00:00:00+00:00,12551
2011-07-23 00:00:00+00:00,10216
2011-07-24 00:00:00+00:00,10826
2011-07-25 00:00:00+00:00,12559
2011-07-26 00:00:00+00:00,11983
2011-07-27 00:00:00+00:00,10579
2011-07-28 00:00:00+00:00,11968
2011-07-29 00:00:00+00:00,9597
2011-07-30 00:00:00+00:00,8092
2011-07-31 00:00:00+00:00,10653
2011-08-01 00:00:00+00:00,10991
2011-08-02 00:00:00+00:00,11890
2011-08-03 00:00:00+00:00,10780
2011-08-04 00:00:00+00:00,11276
2011-08-05 00:00:00+00:00,9864
2011-08-06 00:00:00+00:00,9367
2011-08-07 00:00:00+00:00,8852
2011-08-08 00:00:00+00:00,13452
2011-08-09 00:00:00+00:00,12131
2011-08-10 00:00:00+00:00,11180
2011-08-11 00:00:00+00:00,10366
2011-08-12 00:00:00+00:00,10178
2011-08-13 00:00:00+00:00,10865
2011-08-14 00:00:00+00:00,10796
2011-08-15 00:00:00+00:00,11432
2011-08-16 00:00:00+00:00,12629
2011-08-17 00:00:00+00:00,11006
2011-08-18 00:00:00+00:00,9982
2011-08-19 00:00:00+00:00,10370
2011-08-20 00:00:00+00:00,9064
2011-08-21 00:00:00+00:00,9997
2011-08-22 00:00:00+00:00,10317
2011-08-23 00:00:00+00:00,9588
2011-08-24 00:00:00+00:00,9923
2011-08-25 00:00:00+00:00,9874
2011-08-26 00:00:00+00:00,10906
2011-08-27 00:00:00+00:00,10228
2011-08-28 00:00:00+00:00,7649
2011-08-29 00:00:00+00:00,10345
2011-08-30 00:00:00+00:00,10303
2011-08-31 00:00:00+00:00,9908
2011-09-01 00:00:00+00:00,10057
2011-09-02 00:00:00+00:00,9381
2011-09-03 00:00:00+00:00,8126
2011-09-04 00:00:00+00:00,9978
2011-09-05 00:00:00+00:00,9966
2011-09-06 00:00:00+00:00,11541
2011-09-07 00:00:00+00:00,9929
2011-09-08 00:00:00+00:00,9203
2011-09-09 00:00:00+00:00,11529
2011-09-10 00:00:00+00:00,9786
2011-09-11 00:00:00+00:00,9239
2011-09-12 00:00:00+00:00,9847
2011-09-13 00:00:00+00:00,8962
2011-09-14 00:00:00+00:00,8564
2011-09-15 00:00:00+00:00,9171
2011-09-16 00:00:00+00:00,8723
2011-09-17 00:00:00+00:00,7650
2011-09-18 00:00:00+00:00,8109
2011-09-19 00:00:00+00:00,9716
2011-09-20 00:00:00+00:00,10836
2011-09-21 00:00:00+00:00,11912
2011-09-22 00:00:00+00:00,8400
2011-09-23 00:00:00+00:00,8387
2011-09-24 00:00:00+00:00,8114
2011-09-25 00:00:00+00:00,7534
2011-09-26 00:00:00+00:00,7588
2011-09-27 00:00:00+00:00,8468
2011-09-28 00:00:00+00:00,7905
2011-09-29 00:00:00+00:00,7490
2011-09-30 00:00:00+00:00,8146
2011-10-01 00:00:00+00:00,7685
2011-10-02 00:00:00+00:00,6897
2011-10-03 00:00:00+00:00,8580
2011-10-04 00:00:00+00:00,8334
2011-10-05 00:00:00+00:00,7885
2011-10-06 00:00:00+00:00,8746
2011-10-07 00:00:00+00:00,7967
2011-10-08 00:00:00+00:00,7324
2011-10-09 00:00:00+00:00,7179
2011-10-10 00:00:00+00:00,7955
2011-10-11 00:00:00+00:00,8194
2011-10-12 00:00:00+00:00,8202
2011-10-13 00:00:00+00:00,6822
2011-10-14 00:00:00+00:00,8887
2011-10-15 00:00:00+00:00,7703
2011-10-16 00:00:00+00:00,7017
2011-10-17 00:00:00+00:00,8241
2011-10-18 00:00:00+00:00,6821
2011-10-19 00:00:00+00:00,7136
2011-10-20 00:00:00+00:00,5968
2011-10-21 00:00:00+00:00,6759
2011-10-22 00:00:00+00:00,6790
2011-10-23 00:00:00+00:00,7451
2011-10-24 00:00:00+00:00,8203
2011-10-25 00:00:00+00:00,7170
2011-10-26 00:00:00+00:00,7273
2011-10-27 00:00:00+00:00,6645
2011-10-28 00:00:00+00:00,7667
2011-10-29 00:00:00+00:00,7765
2011-10-30 00:00:00+00:00,6779
2011-10-31 00:00:00+00:00,7039
2011-11-01 00:00:00+00:00,7708
2011-11-02 00:00:00+00:00,8120
2011-11-03 00:00:00+00:00,8520
2011-11-04 00:00:00+00:00,9814
2011-11-05 00:00:00+00:00,8182
2011-11-06 00:00:00+00:00,6476
2011-11-07 00:00:00+00:00,7378
2011-11-08 00:00:00+00:00,8413
2011-11-09 00:00:00+00:00,8773
2011-11-10 00:00:00+00:00,8653
2011-11-11 00:00:00+00:00,7270
2011-11-12 00:00:00+00:00,7059
2011-11-13 00:00:00+00:00,7186
2011-11-14 00:00:00+00:00,8362
2011-11-15 00:00:00+00:00,8626
2011-11-16 00:00:00+00:00,8227
2011-11-17 00:00:00+00:00,7467
2011-11-18 00:00:00+00:00,7570
2011-11-19 00:00:00+00:00,5303
2011-11-20 00:00:00+00:00,6418
2011-11-21 00:00:00+00:00,5293
2011-11-22 00:00:00+00:00,6280
2011-11-23 00:00:00+00:00,6361
2011-11-24 00:00:00+00:00,6007
2011-11-25 00:00:00+00:00,6084
2011-11-26 00:00:00+00:00,5388
2011-11-27 00:00:00+00:00,5463
2011-11-28 00:00:00+00:00,6987
2011-11-29 00:00:00+00:00,8525
2011-11-30 00:00:00+00:00,9694
2011-12-01 00:00:00+00:00,7515
2011-12-02 00:00:00+00:00,7282
2011-12-03 00:00:00+00:00,7044
2011-12-04 00:00:00+00:00,5953
2011-12-05 00:00:00+00:00,6808
2011-12-06 00:00:00+00:00,8785
2011-12-07 00:00:00+00:00,6957
2011-12-08 00:00:00+00:00,8401
2011-12-09 00:00:00+00:00,6128
2011-12-10 00:00:00+00:00,6437
2011-12-11 00:00:00+00:00,6702
2011-12-12 00:00:00+00:00,5892
2011-12-13 00:00:00+00:00,5833
2011-12-14 00:00:00+00:00,6183
2011-12-15 00:00:00+00:00,5303
2011-12-16 00:00:00+00:00,5788
2011-12-17 00:00:00+00:00,5406
2011-12-18 00:00:00+00:00,4791
2011-12-19 00:00:00+00:00,6939
2011-12-20 00:00:00+00:00,7911
2011-12-21 00:00:00+00:00,6316
2011-12-22 00:00:00+00:00,6297
2011-12-23 00:00:00+00:00,6107
2011-12-24 00:00:00+00:00,5013
2011-12-25 00:00:00+00:00,5762
2011-12-26 00:00:00+00:00,5943
2011-12-27 00:00:00+00:00,5986
2011-12-28 00:00:00+00:00,5584
2011-12-29 00:00:00+00:00,5940
2011-12-30 00:00:00+00:00,5385
2011-12-31 00:00:00+00:00,5925
2012-01-01 00:00:00+00:00,5992
2012-01-02 00:00:00+00:00,6362
2012-01-03 00:00:00+00:00,7335
2012-01-04 00:00:00+00:00,6699
2012-01-05 00:00:00+00:00,8590
2012-01-06 00:00:00+00:00,8350
2012-01-07 00:00:00+00:00,7207
2012-01-08 00:00:00+00:00,8001
2012-01-09 00:00:00+00:00,8379
2012-01-10 00:00:00+00:00,9015
2012-01-11 00:00:00+00:00,9892
2012-01-12 00:00:00+00:00,7520
2012-01-13 00:00:00+00:00,7966
2012-01-14 00:00:00+00:00,7706
2012-01-15 00:00:00+00:00,7595
2012-01-16 00:00:00+00:00,7792
2012-01-17 00:00:00+00:00,7585
2012-01-18 00:00:00+00:00,7883
2012-01-19 00:00:00+00:00,7952
2012-01-20 00:00:00+00:00,7534
2012-01-21 00:00:00+00:00,7101
2012-01-22 00:00:00+00:00,5542
2012-01-23 00:00:00+00:00,6367
2012-01-24 00:00:00+00:00,8221
2012-01-25 00:00:00+00:00,9276
2012-01-26 00:00:00+00:00,7666
2012-01-27 00:00:00+00:00,7581
2012-01-28 00:00:00+00:00,6464
2012-01-29 00:00:00+00:00,8033
2012-01-30 00:00:00+00:00,6783
2012-01-31 00:00:00+00:00,8234
2012-02-01 00:00:00+00:00,7648
2012-02-02 00:00:00+00:00,8534
2012-02-03 00:00:00+00:00,8877
2012-02-04 00:00:00+00:00,9298
2012-02-05 00:00:00+00:00,8217
2012-02-06 00:00:00+00:00,7513
2012-02-07 00:00:00+00:00,8357
2012-02-08 00:00:00+00:00,7897
2012-02-09 00:00:00+00:00,8240
2012-02-10 00:00:00+00:00,9599
2012-02-11 00:00:00+00:00,8967
2012-02-12 00:00:00+00:00,7936
2012-02-13 00:00:00+00:00,9537
2012-02-14 00:00:00+00:00,11261
2012-02-15 00:00:00+00:00,10255
2012-02-16 00:00:00+00:00,10622
2012-02-17 00:00:00+00:00,7726
2012-02-18 00:00:00+00:00,7297
2012-02-19 00:00:00+00:00,6331
2012-02-20 00:00:00+00:00,7217
2012-02-21 00:00:00+00:00,7674
2012-02-22 00:00:00+00:00,8557
2012-02-23 00:00:00+00:00,9528
2012-02-24 00:00:00+00:00,8773
2012-02-25 00:00:00+00:00,8069
2012-02-26 00:00:00+00:00,6481
2012-02-27 00:00:00+00:00,7653
2012-02-28 00:00:00+00:00,8570
2012-02-29 00:00:00+00:00,7987
2012-03-01 00:00:00+00:00,8967
2012-03-02 00:00:00+00:00,10031
2012-03-03 00:00:00+00:00,6404
2012-03-04 00:00:00+00:00,7433
2012-03-05 00:00:00+00:00,8586
2012-03-06 00:00:00+00:00,7879
2012-03-07 00:00:00+00:00,7700
2012-03-08 00:00:00+00:00,7993
2012-03-09 00:00:00+00:00,8258
2012-03-10 00:00:00+00:00,6239
2012-03-11 00:00:00+00:00,6184
2012-03-12 00:00:00+00:00,7384
2012-03-13 00:00:00+00:00,9010
2012-03-14 00:00:00+00:00,8756
2012-03-15 00:00:00+00:00,7658
2012-03-16 00:00:00+00:00,8119
2012-03-17 00:00:00+00:00,8040
2012-03-18 00:00:00+00:00,6337
2012-03-19 00:00:00+00:00,8064
2012-03-20 00:00:00+00:00,7832
2012-03-21 00:00:00+00:00,8071
2012-03-22 00:00:00+00:00,7707
2012-03-23 00:00:00+00:00,7160
2012-03-24 00:00:00+00:00,6620
2012-03-25 00:00:00+00:00,7420
2012-03-26 00:00:00+00:00,8370
2012-03-27 00:00:00+00:00,8098
2012-03-28 00:00:00+00:00,8580
2012-03-29 00:00:00+00:00,9026
2012-03-30 00:00:00+00:00,7853
2012-03-31 00:00:00+00:00,6959
2012-04-01 00:00:00+00:00,6381
2012-04-02 00:00:00+00:00,7832
2012-04-03 00:00:00+00:00,10402
2012-04-04 00:00:00+00:00,8775
2012-04-05 00:00:00+00:00,8659
2012-04-06 00:00:00+00:00,8776
2012-04-07 00:00:00+00:00,7107
2012-04-08 00:00:00+00:00,6756
2012-04-09 00:00:00+00:00,7954
2012-04-10 00:00:00+00:00,9410
2012-04-11 00:00:00+00:00,10011
2012-04-12 00:00:00+00:00,10263
2012-04-13 00:00:00+00:00,8558
2012-04-14 00:00:00+00:00,9244
2012-04-15 00:00:00+00:00,8475
2012-04-16 00:00:00+00:00,10678
2012-04-17 00:00:00+00:00,10479
2012-04-18 00:00:00+00:00,11108
2012-04-19 00:00:00+00:00,10197
2012-04-20 00:00:00+00:00,11009
2012-04-21 00:00:00+00:00,9040
2012-04-22 00:00:00+00:00,7654
2012-04-23 00:00:00+00:00,8948
2012-04-24 00:00:00+00:00,9499
2012-04-25 00:00:00+00:00,9337
2012-04-26 00:00:00+00:00,11644
2012-04-27 00:00:00+00:00,9209
2012-04-28 00:00:00+00:00,8596
2012-04-29 00:00:00+00:00,8395
2012-04-30 00:00:00+00:00,11366
2012-05-01 00:00:00+00:00,11642
2012-05-02 00:00:00+00:00,11690
2012-05-03 00:00:00+00:00,13343
2012-05-04 00:00:00+00:00,14144
2012-05-05 00:00:00+00:00,12364
2012-05-06 00:00:00+00:00,14681
2012-05-07 00:00:00+00:00,17533
2012-05-08 00:00:00+00:00,15521
2012-05-09 00:00:00+00:00,16860
2012-05-10 00:00:00+00:00,12777
2012-05-11 00:00:00+00:00,18066
2012-05-12 00:00:00+00:00,15474
2012-05-13 00:00:00+00:00,13122
2012-05-14 00:00:00+00:00,23912
2012-05-15 00:00:00+00:00,19035
2012-05-16 00:00:00+00:00,17806
2012-05-17 00:00:00+00:00,14739
2012-05-18 00:00:00+00:00,18541
2012-05-19 00:00:00+00:00,24028
2012-05-20 00:00:00+00:00,21737
2012-05-21 00:00:00+00:00,22006
2012-05-22 00:00:00+00:00,19043
2012-05-23 00:00:00+00:00,21212
2012-05-24 00:00:00+00:00,19995
2012-05-25 00:00:00+00:00,21730
2012-05-26 00:00:00+00:00,17690
2012-05-27 00:00:00+00:00,18640
2012-05-28 00:00:00+00:00,21321
2012-05-29 00:00:00+00:00,24469
2012-05-30 00:00:00+00:00,19496
2012-05-31 00:00:00+00:00,18578
2012-06-01 00:00:00+00:00,20093
2012-06-02 00:00:00+00:00,12536
2012-06-03 00:00:00+00:00,22304
2012-06-04 00:00:00+00:00,33486
2012-06-05 00:00:00+00:00,31422
2012-06-06 00:00:00+00:00,15250
2012-06-07 00:00:00+00:00,26264
2012-06-08 00:00:00+00:00,19161
2012-06-09 00:00:00+00:00,22805
2012-06-10 00:00:00+00:00,25242
2012-06-11 00:00:00+00:00,23709
2012-06-12 00:00:00+00:00,14797
2012-06-13 00:00:00+00:00,36057
2012-06-14 00:00:00+00:00,38874
2012-06-15 00:00:00+00:00,38742
2012-06-16 00:00:00+00:00,29672
2012-06-17 00:00:00+00:00,29164
2012-06-18 00:00:00+00:00,27430
2012-06-19 00:00:00+00:00,25652
2012-06-20 00:00:00+00:00,22362
2012-06-21 00:00:00+00:00,19820
2012-06-22 00:00:00+00:00,19078
2012-06-23 00:00:00+00:00,19838
2012-06-24 00:00:00+00:00,19096
2012-06-25 00:00:00+00:00,23398
2012-06-26 00:00:00+00:00,24781
2012-06-27 00:00:00+00:00,28195
2012-06-28 00:00:00+00:00,22721
2012-06-29 00:00:00+00:00,22353
2012-06-30 00:00:00+00:00,21558
2012-07-01 00:00:00+00:00,20215
2012-07-02 00:00:00+00:00,25365
2012-07-03 00:00:00+00:00,22904
2012-07-04 00:00:00+00:00,21832
2012-07-05 00:00:00+00:00,18640
2012-07-06 00:00:00+00:00,19420
2012-07-07 00:00:00+00:00,21930
2012-07-08 00:00:00+00:00,18930
2012-07-09 00:00:00+00:00,22274
2012-07-10 00:00:00+00:00,26760
2012-07-11 00:00:00+00:00,24392
2012-07-12 00:00:00+00:00,23594
2012-07-13 00:00:00+00:00,20800
2012-07-14 00:00:00+00:00,19770
2012-07-15 00:00:00+00:00,21205
2012-07-16 00:00:00+00:00,26976
2012-07-17 00:00:00+00:00,28707
2012-07-18 00:00:00+00:00,24553
2012-07-19 00:00:00+00:00,26871
2012-07-20 00:00:00+00:00,25945
2012-07-21 00:00:00+00:00,25419
2012-07-22 00:00:00+00:00,27228
2012-07-23 00:00:00+00:00,29663
2012-07-24 00:00:00+00:00,27320
2012-07-25 00:00:00+00:00,21395
2012-07-26 00:00:00+00:00,21015
2012-07-27 00:00:00+00:00,20938
2012-07-28 00:00:00+00:00,23993
2012-07-29 00:00:00+00:00,25469
2012-07-30 00:00:00+00:00,26741
2012-07-31 00:00:00+00:00,41649
2012-08-01 00:00:00+00:00,28343
2012-08-02 00:00:00+00:00,29713
2012-08-03 00:00:00+00:00,23951
2012-08-04 00:00:00+00:00,23847
2012-08-05 00:00:00+00:00,25868
2012-08-06 00:00:00+00:00,28559
2012-08-07 00:00:00+00:00,25700
2012-08-08 00:00:00+00:00,36346
2012-08-09 00:00:00+00:00,27317
2012-08-10 00:00:00+00:00,23982
2012-08-11 00:00:00+00:00,24076
2012-08-12 00:00:00+00:00,24001
2012-08-13 00:00:00+00:00,30948
2012-08-14 00:00:00+00:00,27703
2012-08-15 00:00:00+00:00,36065
2012-08-16 00:00:00+00:00,43311
2012-08-17 00:00:00+00:00,39268
2012-08-18 00:00:00+00:00,34310
2012-08-19 00:00:00+00:00,43754
2012-08-20 00:00:00+00:00,33200
2012-08-21 00:00:00+00:00,37003
2012-08-22 00:00:00+00:00,34050
2012-08-23 00:00:00+00:00,27564
2012-08-24 00:00:00+00:00,29280
2012-08-25 00:00:00+00:00,23795
2012-08-26 00:00:00+00:00,23049
2012-08-27 00:00:00+00:00,25381
2012-08-28 00:00:00+00:00,23601
2012-08-29 00:00:00+00:00,25634
2012-08-30 00:00:00+00:00,23933
2012-08-31 00:00:00+00:00,33918
2012-09-01 00:00:00+00:00,28988
2012-09-02 00:00:00+00:00,23644
2012-09-03 00:00:00+00:00,23432
2012-09-04 00:00:00+00:00,32415
2012-09-05 00:00:00+00:00,28587
2012-09-06 00:00:00+00:00,32835
2012-09-07 00:00:00+00:00,31395
2012-09-08 00:00:00+00:00,22125
2012-09-09 00:00:00+00:00,25866
2012-09-10 00:00:00+00:00,25377
2012-09-11 00:00:00+00:00,30956
2012-09-12 00:00:00+00:00,21047
2012-09-13 00:00:00+00:00,23186
2012-09-14 00:00:00+00:00,25025
2012-09-15 00:00:00+00:00,19140
2012-09-16 00:00:00+00:00,19504
2012-09-17 00:00:00+00:00,20407
2012-09-18 00:00:00+00:00,24011
2012-09-19 00:00:00+00:00,25232
2012-09-20 00:00:00+00:00,27408
2012-09-21 00:00:00+00:00,22727
2012-09-22 00:00:00+00:00,16044
2012-09-23 00:00:00+00:00,16957
2012-09-24 00:00:00+00:00,21134
2012-09-25 00:00:00+00:00,24207
2012-09-26 00:00:00+00:00,31180
2012-09-27 00:00:00+00:00,25558
2012-09-28 00:00:00+00:00,31550
2012-09-29 00:00:00+00:00,23876
2012-09-30 00:00:00+00:00,20621
2012-10-01 00:00:00+00:00,20872
2012-10-02 00:00:00+00:00,34448
2012-10-03 00:00:00+00:00,31769
2012-10-04 00:00:00+00:00,32878
2012-10-05 00:00:00+00:00,27964
2012-10-06 00:00:00+00:00,24273
2012-10-07 00:00:00+00:00,27205
2012-10-08 00:00:00+00:00,29149
2012-10-09 00:00:00+00:00,32757
2012-10-10 00:00:00+00:00,28465
2012-10-11 00:00:00+00:00,24426
2012-10-12 00:00:00+00:00,24774
2012-10-13 00:00:00+00:00,25160
2012-10-14 00:00:00+00:00,21399
2012-10-15 00:00:00+00:00,29385
2012-10-16 00:00:00+00:00,28029
2012-10-17 00:00:00+00:00,24675
2012-10-18 00:00:00+00:00,32680
2012-10-19 00:00:00+00:00,29359
2012-10-20 00:00:00+00:00,28728
2012-10-21 00:00:00+00:00,25602
2012-10-22 00:00:00+00:00,27943
2012-10-23 00:00:00+00:00,26242
2012-10-24 00:00:00+00:00,24289
2012-10-25 00:00:00+00:00,24630
2012-10-26 00:00:00+00:00,23398
2012-10-27 00:00:00+00:00,18123
2012-10-28 00:00:00+00:00,15779
2012-10-29 00:00:00+00:00,24651
2012-10-30 00:00:00+00:00,21949
2012-10-31 00:00:00+00:00,21057
2012-11-01 00:00:00+00:00,19858
2012-11-02 00:00:00+00:00,19220
2012-11-03 00:00:00+00:00,17813
2012-11-04 00:00:00+00:00,19035
2012-11-05 00:00:00+00:00,23105
2012-11-06 00:00:00+00:00,25889
2012-11-07 00:00:00+00:00,28845
2012-11-08 00:00:00+00:00,22626
2012-11-09 00:00:00+00:00,21877
2012-11-10 00:00:00+00:00,23445
2012-11-11 00:00:00+00:00,15749
2012-11-12 00:00:00+00:00,19028
2012-11-13 00:00:00+00:00,20094
2012-11-14 00:00:00+00:00,22979
2012-11-15 00:00:00+00:00,29793
2012-11-16 00:00:00+00:00,33396
2012-11-17 00:00:00+00:00,25379
2012-11-18 00:00:00+00:00,27414
2012-11-19 00:00:00+00:00,27297
2012-11-20 00:00:00+00:00,28665
2012-11-21 00:00:00+00:00,30482
2012-11-22 00:00:00+00:00,25030
2012-11-23 00:00:00+00:00,20936
2012-11-24 00:00:00+00:00,22071
2012-11-25 00:00:00+00:00,22238
2012-11-26 00:00:00+00:00,24161
2012-11-27 00:00:00+00:00,23774
2012-11-28 00:00:00+00:00,27749
2012-11-29 00:00:00+00:00,27028
2012-11-30 00:00:00+00:00,22580
2012-12-01 00:00:00+00:00,22498
2012-12-02 00:00:00+00:00,16705
2012-12-03 00:00:00+00:00,18495
2012-12-04 00:00:00+00:00,28705
2012-12-05 00:00:00+00:00,27525
2012-12-06 00:00:00+00:00,25066
